Season,Team,Date,target,OT,points_scored,points_allowed,pass_yards,pass_touchdowns,interceptions,sacks,pass_yards_per_attempt,pass_completion_ratio,Rate,rush_yards_per_attempt,rush_touchdowns,punts,time_of_possession,extra_points_ratio,field_goal_ratio,third_down_ratio,fourth_down_ratio
2003,RAV,2003-11-09,0,0,22,33,122,1,3,7,5.2,51.5,32.6,3.8,1,6,2241,1.0,1.0,0.1875,0.0
2003,RAV,2003-11-16,0,1,6,9,109,0,2,2,4.5,56.0,33.6,3.5,0,7,1875,0.0,1.0,0.35714285714285715,0.0
2003,RAV,2003-11-23,1,1,44,41,276,4,0,6,8.6,54.1,114.2,4.3,0,8,2150,1.0,1.0,0.3888888888888889,1.0
2003,RAV,2003-11-30,1,0,44,6,165,2,1,1,7.1,56.0,86.2,4.0,2,5,1641,1.0,1.0,0.35714285714285715,1.0
2003,RAV,2003-12-07,1,0,31,13,130,1,2,2,7.6,42.1,43.6,5.0,3,5,1976,1.0,1.0,0.38461538461538464,0.0
2003,RAV,2003-12-14,0,0,12,20,170,1,1,3,7.1,44.4,62.3,4.8,0,6,1798,0.0,0.6666666666666666,0.16666666666666666,0.0
2003,RAV,2003-12-21,1,0,35,0,83,1,1,3,5.3,57.9,64.1,6.7,3,6,1960,1.0,0.0,0.3333333333333333,1.0
2003,RAV,2003-12-28,1,1,13,10,151,0,1,2,6.0,59.3,59.3,3.8,1,8,1983,1.0,0.5,0.25,0.0
2003,RAV,2003-01-03,0,0,17,20,201,1,2,2,5.8,54.1,56.2,3.4,0,8,1492,1.0,1.0,0.25,0.0
2003,BUF,2003-09-07,1,0,31,0,215,1,1,2,8.2,60.7,81.7,3.2,2,4,2030,1.0,1.0,0.5,0.0
2003,BUF,2003-09-14,1,0,38,17,328,2,0,0,12.1,74.1,139.1,1.3,3,2,1870,1.0,1.0,0.5714285714285714,0.5
2003,BUF,2003-09-21,0,0,7,17,77,0,3,4,3.8,38.5,7.1,2.9,0,7,1150,1.0,0.0,0.1111111111111111,0.0
2003,BUF,2003-09-28,0,0,13,23,287,1,0,2,6.9,62.8,90.0,1.8,1,4,1572,1.0,0.0,0.4,0.6666666666666666
2003,BUF,2003-10-05,1,1,22,16,177,1,0,4,6.0,54.3,77.9,3.0,1,7,1763,1.0,1.0,0.2,0.5
2003,BUF,2003-10-12,0,0,3,30,140,0,2,7,4.9,58.5,44.8,2.8,0,4,1928,0.0,1.0,0.3333333333333333,0.25
2003,BUF,2003-10-19,1,0,24,7,236,1,1,1,9.4,73.1,97.6,5.0,2,6,2215,1.0,1.0,0.3,0.0
2003,BUF,2003-10-26,0,0,5,38,133,0,5,3,4.3,65.8,31.9,5.1,0,3,1973,0.0,0.5,0.2727272727272727,0.0
2003,BUF,2003-11-09,0,0,6,10,85,0,0,3,3.1,50.0,56.2,4.0,0,9,1632,0.0,1.0,0.1875,0.0
2003,BUF,2003-11-16,0,0,10,12,153,0,0,4,7.1,57.7,74.7,6.5,0,6,1916,0.0,0.5,0.23076923076923078,0.0
2003,BUF,2003-11-23,0,0,14,17,118,0,1,2,4.8,53.6,49.4,4.1,2,6,1679,1.0,0.0,0.23076923076923078,1.0
2003,BUF,2003-11-30,1,0,24,7,252,2,0,4,8.1,61.8,104.0,4.2,1,6,2347,1.0,0.5,0.35714285714285715,1.0
2003,BUF,2003-12-07,1,0,17,6,53,1,1,2,4.8,60.0,61.3,5.0,1,4,1879,1.0,1.0,0.2222222222222222,1.0
2003,BUF,2003-12-14,0,0,26,28,152,2,0,3,5.6,56.7,92.6,4.5,0,7,1395,1.0,1.0,0.16666666666666666,1.0
2003,BUF,2003-12-21,0,0,3,20,104,0,1,6,5.5,53.6,47.3,2.6,0,6,1635,0.0,1.0,0.3333333333333333,0.0
2003,BUF,2003-12-27,0,0,0,31,174,0,2,4,4.7,53.5,44.1,4.1,0,4,1612,0.0,0.0,0.47058823529411764,0.3333333333333333
2003,CAR,2003-09-07,1,0,24,23,120,3,2,5,4.7,53.3,68.8,4.7,0,7,1597,1.0,1.0,0.2857142857142857,1.0
2003,CAR,2003-09-14,1,1,12,9,87,0,2,1,4.2,39.1,14.2,4.3,0,7,2101,0.0,1.0,0.23529411764705882,0.0
2003,CAR,2003-09-28,1,0,23,3,168,1,0,0,6.2,63.0,92.8,4.9,1,4,1957,1.0,1.0,0.47058823529411764,0.0
2003,CAR,2003-10-05,1,0,19,13,124,0,0,0,5.4,65.2,78.9,4.6,1,3,1982,1.0,1.0,0.5714285714285714,1.0
2003,CAR,2003-10-12,1,1,23,20,152,1,1,3,9.1,60.0,79.6,4.6,1,5,2272,1.0,1.0,0.3333333333333333,0.0
2003,CAR,2003-10-19,0,0,17,37,339,2,0,4,7.4,63.3,97.2,2.6,0,6,1592,1.0,1.0,0.2857142857142857,0.5
2003,CAR,2003-10-26,1,1,23,20,145,0,0,1,5.5,44.4,61.5,5.7,2,7,2032,1.0,1.0,0.35714285714285715,0.0
2003,CAR,2003-11-02,0,0,10,14,193,1,1,0,8.4,56.5,80.5,5.0,0,3,1785,1.0,1.0,0.4444444444444444,1.0
2003,CAR,2003-11-09,1,0,27,24,263,2,2,2,8.7,62.5,83.2,2.5,0,5,1791,1.0,1.0,0.38461538461538464,0.0
2003,CAR,2003-11-16,1,0,20,17,317,0,2,0,10.6,66.7,73.9,3.1,2,4,2056,1.0,0.5,0.3333333333333333,1.0
2003,CAR,2003-11-23,0,0,20,24,169,1,1,1,7.0,36.0,56.9,2.7,1,5,1558,1.0,0.6666666666666666,0.09090909090909091,0.0
2003,CAR,2003-11-30,0,0,16,25,200,2,0,2,7.4,62.1,105.5,4.7,0,3,1806,0.5,0.25,0.3333333333333333,0.0
2003,CAR,2003-12-07,0,1,14,20,141,1,2,1,6.1,52.0,48.9,2.7,1,8,1717,1.0,0.0,0.35714285714285715,0.0
2003,CAR,2003-12-14,1,0,20,17,231,1,1,1,7.4,62.5,81.6,3.7,0,4,1326,1.0,1.0,0.375,0.0
2003,CAR,2003-12-21,1,0,20,14,260,2,1,0,7.4,82.9,104.8,3.4,0,3,2294,1.0,1.0,0.5,0.0
2003,CAR,2003-12-28,1,0,37,24,141,2,1,5,6.4,53.3,74.4,3.1,0,7,2076,1.0,1.0,0.3333333333333333,0.0
2003,CAR,2003-01-03,1,0,29,10,273,1,0,1,9.4,62.1,104.5,3.1,1,5,2063,1.0,1.0,0.4,0.0
2003,CAR,2003-01-10,1,1,29,23,269,1,1,3,10.7,59.3,89.9,5.3,1,2,2466,1.0,0.6,0.5294117647058824,0.0
2003,CAR,2003-01-18,1,0,14,3,101,1,0,0,7.2,64.3,109.5,3.9,1,8,1811,1.0,0.0,0.3076923076923077,0.0
2003,CAR,2003-02-01,0,0,29,32,295,3,0,4,9.8,48.5,110.0,5.8,1,7,1262,1.0,1.0,0.3333333333333333,0.0
2003,CHI,2003-09-07,0,0,7,49,72,1,3,5,2.8,41.2,21.9,2.8,0,8,1319,1.0,0.0,0.21428571428571427,0.0
2003,CHI,2003-09-14,0,0,13,24,128,1,1,3,6.3,60.9,72.4,4.7,0,5,1278,1.0,1.0,0.2222222222222222,0.0
2003,CHI,2003-09-29,0,0,23,38,180,0,2,5,4.6,56.8,47.5,6.5,2,5,1949,1.0,1.0,0.3333333333333333,1.0
2003,CHI,2003-10-05,1,0,24,21,144,1,2,2,6.7,54.2,51.4,5.7,1,4,1886,1.0,1.0,0.36363636363636365,1.0
2003,CHI,2003-10-12,0,0,13,20,131,1,0,3,7.2,47.6,83.6,4.4,0,4,1826,1.0,1.0,0.3333333333333333,1.0
2003,CHI,2003-10-19,0,0,17,24,124,0,2,3,4.4,55.9,39.3,3.1,1,3,2051,0.0,1.0,0.375,1.0
2003,CHI,2003-10-26,1,0,24,16,193,1,0,2,6.7,64.5,92.5,2.6,1,7,1806,1.0,0.5,0.5,0.0
2003,CHI,2003-11-02,1,0,20,7,216,0,1,2,7.5,70.0,76.5,3.8,2,4,2146,1.0,1.0,0.38461538461538464,1.0
2003,CHI,2003-11-09,0,0,10,12,133,1,1,2,5.3,57.1,66.5,2.8,0,7,1800,1.0,0.3333333333333333,0.2857142857142857,0.0
2003,CHI,2003-11-16,0,0,21,23,146,1,2,1,4.8,50.0,47.1,3.7,1,7,1667,1.0,0.0,0.3125,0.5
2003,CHI,2003-11-23,1,0,19,10,111,0,0,2,3.8,45.5,54.0,3.2,1,5,1963,1.0,1.0,0.23529411764705882,1.0
2003,CHI,2003-11-30,1,0,28,3,268,2,0,3,7.7,59.5,99.8,4.3,2,4,2122,1.0,0.0,0.4166666666666667,0.0
2003,CHI,2003-12-07,0,0,21,34,231,1,3,3,6.4,42.5,38.6,2.2,0,6,1476,1.0,0.0,0.29411764705882354,0.0
2003,CHI,2003-12-14,1,0,13,10,145,0,0,1,5.2,43.3,58.3,3.8,1,5,1365,1.0,0.6666666666666666,0.42857142857142855,0.0
2003,CHI,2003-12-21,1,0,27,24,238,2,1,2,7.8,59.4,90.4,4.8,1,2,2274,1.0,0.5,0.5294117647058824,1.0
2003,CHI,2003-12-28,0,0,3,31,157,0,2,4,4.7,40.5,31.5,3.8,0,5,1537,0.0,0.5,0.13333333333333333,0.5
2003,CIN,2003-09-07,0,0,10,30,243,1,2,4,7.1,54.1,61.0,2.3,0,4,1662,1.0,1.0,0.25,0.0
2003,CIN,2003-09-14,0,0,20,23,287,1,2,2,7.4,61.0,69.9,3.3,1,6,2364,1.0,1.0,0.5,0.0
2003,CIN,2003-09-21,0,0,10,17,125,1,1,4,6.5,66.7,75.9,3.6,0,6,1374,1.0,1.0,0.3,0.0
2003,CIN,2003-09-28,1,0,21,14,215,3,0,0,6.9,74.2,125.1,2.8,0,6,1787,1.0,0.0,0.6,0.0
2003,CIN,2003-10-05,0,1,16,22,212,0,1,1,5.1,59.1,61.9,2.5,1,6,2070,1.0,0.75,0.375,0.0
2003,CIN,2003-10-19,1,0,34,26,244,3,0,4,10.1,59.3,126.2,2.1,1,5,1856,1.0,1.0,0.4666666666666667,0.0
2003,CIN,2003-10-26,1,0,27,24,218,2,0,2,7.5,60.0,104.6,5.7,1,6,1946,1.0,1.0,0.4375,1.0
2003,CIN,2003-11-02,0,0,14,17,215,1,2,2,5.7,55.3,58.6,2.7,1,6,1508,1.0,0.0,0.3,0.0
2003,CIN,2003-11-09,1,0,34,27,182,1,1,0,7.0,69.2,85.7,4.2,3,2,2475,1.0,1.0,0.6111111111111112,1.0
2003,CIN,2003-11-16,1,0,24,19,222,2,0,2,7.3,59.4,101.3,6.1,0,6,1968,1.0,0.5,0.3076923076923077,0.0
2003,CIN,2003-11-23,1,0,34,27,234,4,0,1,6.4,63.2,115.5,4.5,0,3,2298,1.0,1.0,0.65,0.0
2003,CIN,2003-11-30,1,0,24,20,266,3,0,1,8.5,56.3,114.8,4.5,0,4,1607,1.0,1.0,0.5,0.0
2003,CIN,2003-12-07,0,0,13,31,168,1,2,6,6.9,74.2,70.4,4.8,0,6,1624,1.0,1.0,0.3076923076923077,0.0
2003,CIN,2003-12-14,1,0,41,38,168,2,0,2,7.6,72.0,116.7,6.1,2,2,1991,1.0,1.0,0.5384615384615384,1.0
2003,CIN,2003-12-21,0,0,10,27,187,1,3,3,7.0,55.2,46.8,4.3,0,4,1482,1.0,1.0,0.3076923076923077,0.0
2003,CIN,2003-12-28,0,0,14,22,156,0,1,3,5.0,65.7,63.5,4.6,2,5,1735,1.0,0.0,0.42857142857142855,0.0
2003,CLE,2003-09-07,0,0,6,9,182,0,2,0,6.3,69.0,57.0,3.8,0,3,1959,0.0,1.0,0.36363636363636365,0.0
2003,CLE,2003-09-14,0,0,13,33,115,1,2,3,4.0,45.9,39.8,3.0,0,8,1756,1.0,1.0,0.25,0.0
2003,CLE,2003-09-21,1,0,13,12,200,2,1,3,5.8,65.8,85.4,2.7,0,4,1725,1.0,0.0,0.6428571428571429,0.0
2003,CLE,2003-09-28,0,0,14,21,270,2,1,2,7.8,63.9,93.5,3.1,0,4,1813,1.0,0.0,0.45454545454545453,0.0
2003,CLE,2003-10-05,1,0,33,13,200,2,1,1,8.3,80.0,110.0,3.1,1,4,2248,0.75,1.0,0.5384615384615384,0.0
2003,CLE,2003-10-12,1,0,13,7,113,0,0,2,4.9,61.5,71.5,5.3,1,4,1898,1.0,1.0,0.46153846153846156,1.0
2003,CLE,2003-10-19,0,0,20,26,176,2,2,3,4.4,54.5,60.4,4.6,0,4,1871,1.0,0.6666666666666666,0.14285714285714285,0.3333333333333333
2003,CLE,2003-10-26,0,0,3,9,119,0,1,4,4.3,61.1,55.2,4.4,0,8,1611,0.0,1.0,0.21428571428571427,1.0
2003,CLE,2003-11-09,0,0,20,41,119,1,1,3,5.5,70.4,76.0,3.8,1,5,1609,1.0,1.0,0.2727272727272727,1.0
2003,CLE,2003-11-16,1,0,44,6,392,3,0,0,11.2,82.9,141.9,2.7,2,2,2373,1.0,1.0,0.5714285714285714,0.0
2003,CLE,2003-11-23,0,0,6,13,213,0,2,3,5.3,56.8,50.7,3.2,0,4,1953,0.0,1.0,0.47058823529411764,0.0
2003,CLE,2003-11-30,0,0,7,34,167,0,1,4,5.6,67.6,66.7,2.9,0,5,1281,1.0,0.0,0.2,0.0
2003,CLE,2003-12-08,0,0,20,26,147,2,2,5,6.8,61.5,70.5,6.8,1,4,1497,1.0,0.0,0.4444444444444444,0.0
2003,CLE,2003-12-14,0,1,20,23,173,2,1,2,8.6,38.1,80.1,3.9,0,4,1235,1.0,0.6666666666666666,0.18181818181818182,0.5
2003,CLE,2003-12-21,0,0,0,35,133,0,1,5,4.9,51.5,49.2,3.3,0,7,1640,0.0,0.0,0.23076923076923078,0.0
2003,CLE,2003-12-28,1,0,22,14,115,0,0,0,6.4,50.0,70.4,6.6,2,3,1865,1.0,1.0,0.36363636363636365,0.0
2003,DAL,2003-09-07,0,0,13,27,254,1,1,3,8.4,46.9,71.6,6.2,1,6,1620,0.5,0.0,0.38461538461538464,0.0
2003,DAL,2003-09-15,1,1,35,32,296,0,1,4,8.0,62.5,74.6,3.0,1,6,2550,1.0,0.875,0.3125,0.0
2003,DAL,2003-09-28,1,0,17,6,158,1,1,2,7.2,47.8,66.9,4.9,1,5,1956,1.0,1.0,0.4375,0.0
2003,DAL,2003-10-05,1,0,24,7,268,2,1,1,8.9,64.5,99.9,2.7,0,5,2188,1.0,1.0,0.375,0.5
2003,DAL,2003-10-12,1,0,23,21,173,0,1,1,7.0,57.7,61.9,3.3,1,6,1924,1.0,1.0,0.3125,1.0
2003,DAL,2003-10-19,1,0,38,7,197,3,0,1,7.3,70.4,128.2,3.1,1,5,2241,1.0,1.0,0.35714285714285715,0.5
2003,DAL,2003-10-26,0,0,0,16,118,0,2,4,5.6,60.0,38.4,2.7,0,6,1516,0.0,0.0,0.25,0.0
2003,DAL,2003-11-02,1,0,21,14,192,1,2,1,5.9,51.5,54.1,5.2,2,4,2056,1.0,0.0,0.625,0.0
2003,DAL,2003-11-09,1,0,10,6,114,1,0,1,3.5,45.5,64.5,3.5,0,9,1968,1.0,1.0,0.3888888888888889,0.0
2003,DAL,2003-11-16,0,0,0,12,207,0,3,1,5.8,55.6,37.6,3.0,0,7,1846,0.0,0.0,0.4,0.0
2003,DAL,2003-11-23,1,0,24,20,254,2,1,1,5.9,67.4,88.7,2.6,1,6,2042,1.0,0.3333333333333333,0.25,0.0
2003,DAL,2003-11-27,0,0,21,40,263,2,3,5,7.2,60.0,64.9,5.7,1,5,1573,1.0,0.0,0.3076923076923077,1.0
2003,DAL,2003-12-07,0,0,10,36,75,1,2,3,3.9,62.5,46.4,4.4,0,7,2002,1.0,1.0,0.15384615384615385,0.0
2003,DAL,2003-12-14,1,0,27,0,104,1,0,3,4.5,41.7,68.7,4.9,2,6,2219,1.0,0.6666666666666666,0.3888888888888889,0.0
2003,DAL,2003-12-21,1,0,19,3,222,1,0,3,9.2,65.4,105.0,3.4,0,6,1949,1.0,1.0,0.25,0.0
2003,DAL,2003-12-28,0,0,7,13,267,1,3,3,6.2,57.4,54.1,3.7,0,6,1916,1.0,0.0,0.5294117647058824,0.0
2003,DAL,2003-01-03,0,0,10,29,132,0,1,3,4.3,58.3,54.4,4.0,1,7,1537,1.0,1.0,0.21428571428571427,0.6666666666666666
2003,DEN,2003-09-07,1,0,30,10,109,0,3,1,4.6,48.0,20.7,4.6,2,5,1938,1.0,1.0,0.42857142857142855,0.0
2003,DEN,2003-09-14,1,0,37,13,185,3,0,1,6.6,55.2,109.1,6.0,1,3,1993,1.0,1.0,0.36363636363636365,1.0
2003,DEN,2003-09-22,1,0,31,10,193,2,0,2,9.4,66.7,127.7,4.9,2,5,2119,1.0,1.0,0.5,0.0
2003,DEN,2003-09-28,1,0,20,16,253,2,0,3,8.1,73.5,114.0,3.4,0,4,2000,1.0,1.0,0.36363636363636365,0.0
2003,DEN,2003-10-05,0,0,23,24,292,1,0,0,7.5,53.8,86.7,5.7,1,5,2046,1.0,0.75,0.3333333333333333,0.0
2003,DEN,2003-10-12,1,0,17,14,165,2,2,2,6.1,60.7,71.3,4.3,0,6,1425,1.0,1.0,0.25,0.0
2003,DEN,2003-10-19,0,0,20,28,183,1,3,5,6.0,56.8,45.2,5.1,1,3,1926,1.0,1.0,0.2727272727272727,0.0
2003,DEN,2003-10-26,0,0,6,26,90,0,2,2,3.7,51.6,30.7,3.9,0,5,1710,0.0,1.0,0.26666666666666666,0.0
2003,DEN,2003-11-03,0,0,26,30,163,1,1,0,4.7,45.7,57.2,3.9,1,8,1884,1.0,0.5,0.2857142857142857,0.0
2003,DEN,2003-11-16,1,0,37,8,247,3,2,1,7.2,65.7,91.0,4.1,0,0,2651,1.0,0.75,0.55,0.0
2003,DEN,2003-11-23,0,0,10,19,165,1,0,2,4.9,52.8,74.4,9.5,0,5,1637,1.0,0.5,0.3333333333333333,0.0
2003,DEN,2003-11-30,1,0,22,8,94,1,1,3,5.3,55.0,63.3,4.2,2,6,2259,1.0,0.0,0.2,0.5
2003,DEN,2003-12-07,1,0,45,27,238,1,0,0,8.2,69.0,105.2,8.4,5,2,1896,1.0,1.0,0.5555555555555556,1.0
2003,DEN,2003-12-14,1,1,23,20,252,0,1,3,7.5,61.1,70.6,4.1,2,5,2675,1.0,1.0,0.5333333333333333,0.0
2003,DEN,2003-12-21,1,0,31,17,238,1,1,0,14.0,82.4,113.8,4.2,3,1,2698,1.0,1.0,0.6923076923076923,0.0
2003,DEN,2003-12-28,0,0,3,31,102,0,2,0,3.8,48.1,27.1,3.4,0,7,1848,0.0,1.0,0.25,0.0
2003,DEN,2003-01-04,0,0,10,41,176,1,2,2,6.0,76.7,73.8,5.6,0,2,2078,1.0,0.5,0.36363636363636365,1.0
2003,DET,2003-09-07,1,0,42,24,195,4,0,0,6.5,56.7,116.0,2.9,0,6,1554,1.0,0.0,0.46153846153846156,1.0
2003,DET,2003-09-14,0,0,6,31,237,0,3,1,4.4,47.3,36.7,3.3,0,9,1636,0.0,1.0,0.3,0.5
2003,DET,2003-09-21,0,0,13,23,225,0,3,2,5.6,57.1,42.3,3.0,1,5,2075,1.0,1.0,0.4,0.0
2003,DET,2003-09-28,0,0,16,20,141,2,0,1,4.5,45.5,78.0,6.0,0,5,1600,0.5,1.0,0.4666666666666667,0.5
2003,DET,2003-10-05,0,0,17,24,221,1,2,0,6.1,55.6,60.1,4.2,1,7,1537,1.0,1.0,0.18181818181818182,0.0
2003,DET,2003-10-19,0,0,7,38,74,0,3,1,2.5,30.3,2.0,4.0,0,7,1359,1.0,0.0,0.3333333333333333,0.0
2003,DET,2003-10-26,0,0,16,24,180,1,2,0,4.5,57.5,56.2,3.3,0,7,1794,0.0,0.0,0.2857142857142857,0.5
2003,DET,2003-11-02,1,0,23,13,117,1,1,0,5.6,61.9,72.9,3.4,1,4,1754,1.0,1.0,0.3076923076923077,0.0
2003,DET,2003-11-09,1,0,12,10,231,0,0,1,6.1,61.5,78.0,0.9,0,6,1800,0.0,1.0,0.3125,0.0
2003,DET,2003-11-16,0,0,14,35,276,2,2,1,5.9,54.2,67.7,4.8,0,6,1665,1.0,0.0,0.3333333333333333,0.0
2003,DET,2003-11-23,0,0,14,24,167,1,4,0,4.1,51.2,30.3,3.9,0,6,1571,1.0,0.0,0.38461538461538464,0.0
2003,DET,2003-11-27,1,0,22,14,172,0,1,2,5.7,65.6,66.1,2.8,1,6,2083,1.0,1.0,0.35294117647058826,0.0
2003,DET,2003-12-07,0,0,7,14,208,1,0,0,4.4,55.3,73.7,3.8,0,9,1672,1.0,0.0,0.35294117647058826,0.5
2003,DET,2003-12-14,0,0,17,45,197,1,1,0,5.5,55.6,68.9,4.6,1,2,1809,1.0,1.0,0.5714285714285714,0.3333333333333333
2003,DET,2003-12-21,0,0,14,20,53,0,1,1,2.8,36.8,23.4,2.5,0,8,1306,1.0,0.0,0.2727272727272727,0.0
2003,DET,2003-12-28,1,0,30,20,230,3,1,1,6.6,72.2,105.1,3.9,0,3,2008,1.0,1.0,0.25,1.0
2003,GNB,2003-09-07,0,0,25,30,242,1,4,1,6.0,61.0,46.0,3.3,2,2,1600,1.0,1.0,0.5,0.0
2003,GNB,2003-09-14,1,0,31,6,132,2,1,0,4.7,53.6,75.3,5.7,1,8,1964,1.0,1.0,0.4,0.0
2003,GNB,2003-09-21,0,0,13,20,245,1,1,0,7.4,69.7,88.6,2.9,0,4,1614,1.0,1.0,0.36363636363636365,0.0
2003,GNB,2003-09-29,1,0,38,23,193,3,1,0,6.4,73.3,109.4,7.5,2,3,1651,1.0,1.0,0.45454545454545453,0.0
2003,GNB,2003-10-05,1,0,35,13,177,2,0,1,7.4,76.0,121.6,4.5,3,2,1990,1.0,0.0,0.6666666666666666,0.0
